dataset,origin_place,origin_lat,origin_lng,destination_place,destination_lat,destination_lng,mode,departure_time,duration_sec,distance_m
train,International Fountain,47.62250232,-122.3520859,"Hilltop District Station - light rail station
",47.25176376,-122.4516971,bicycling,1749580510,14326,70277
train,International Fountain,47.62250232,-122.3520859,"Hilltop District Station - light rail station
",47.25176376,-122.4516971,transit,1749580510,5974,57939
train,International Fountain,47.62250232,-122.3520859,"Hilltop District Station - light rail station
",47.25176376,-122.4516971,walking,1749580510,46664,55524
train,Original Selfie Museum | Seattle,47.60778847,-122.339793,Museum of Illusions - Seattle,47.60962649,-122.3344392,driving,1749580510,404,1469
train,Original Selfie Museum | Seattle,47.60778847,-122.339793,Museum of Illusions - Seattle,47.60962649,-122.3344392,bicycling,1749580510,549,1494
train,Original Selfie Museum | Seattle,47.60778847,-122.339793,Museum of Illusions - Seattle,47.60962649,-122.3344392,transit,1749580510,592,604
train,Original Selfie Museum | Seattle,47.60778847,-122.339793,Museum of Illusions - Seattle,47.60962649,-122.3344392,walking,1749580510,592,604
train,Luther Burbank Park,47.5911729,-122.2256759,BelRed Station - light rail station,47.62441944,-122.1656506,driving,1749580510,885,13580
train,Luther Burbank Park,47.5911729,-122.2256759,BelRed Station - light rail station,47.62441944,-122.1656506,bicycling,1749580510,3248,13514
train,Luther Burbank Park,47.5911729,-122.2256759,BelRed Station - light rail station,47.62441944,-122.1656506,transit,1749580510,2563,11898
train,Luther Burbank Park,47.5911729,-122.2256759,BelRed Station - light rail station,47.62441944,-122.1656506,walking,1749580510,8673,10216
train,Kerry Park,47.62947041,-122.3599343,Bellevue Downtown Station - light rail station,47.61522589,-122.1921149,driving,1749580510,1273,18182
train,Kerry Park,47.62947041,-122.3599343,Bellevue Downtown Station - light rail station,47.61522589,-122.1921149,bicycling,1749580510,4357,19713
train,Kerry Park,47.62947041,-122.3599343,Bellevue Downtown Station - light rail station,47.61522589,-122.1921149,transit,1749580510,3926,22622
train,Kerry Park,47.62947041,-122.3599343,Bellevue Downtown Station - light rail station,47.61522589,-122.1921149,walking,1749580510,14767,17666
train,Roosevelt Station - light rail station,47.67608555,-122.3160051,Luther Burbank Park,47.5911729,-122.2256759,driving,1749580510,1197,19832
train,Roosevelt Station - light rail station,47.67608555,-122.3160051,Luther Burbank Park,47.5911729,-122.2256759,bicycling,1749580510,3941,17539
train,Roosevelt Station - light rail station,47.67608555,-122.3160051,Luther Burbank Park,47.5911729,-122.2256759,transit,1749580510,2698,19831
train,Roosevelt Station - light rail station,47.67608555,-122.3160051,Luther Burbank Park,47.5911729,-122.2256759,walking,1749580510,13738,16418
train,Museum of Illusions - Seattle,47.60962649,-122.3344392,Jimi Hendrix Statue,47.61550301,-122.3207151,driving,1749580510,463,1696
train,Museum of Illusions - Seattle,47.60962649,-122.3344392,Jimi Hendrix Statue,47.61550301,-122.3207151,bicycling,1749580510,673,1602
train,Museum of Illusions - Seattle,47.60962649,-122.3344392,Jimi Hendrix Statue,47.61550301,-122.3207151,transit,1749580510,646,1520
train,Museum of Illusions - Seattle,47.60962649,-122.3344392,Jimi Hendrix Statue,47.61550301,-122.3207151,walking,1749580510,1450,1487
train,Lake Union Park,47.6270909,-122.337132,Woodland Park Rose Garden,47.66576036,-122.3493411,driving,1749580510,622,5582
train,Lake Union Park,47.6270909,-122.337132,Woodland Park Rose Garden,47.66576036,-122.3493411,bicycling,1749580510,1482,4911
train,Lake Union Park,47.6270909,-122.337132,Woodland Park Rose Garden,47.66576036,-122.3493411,transit,1749580510,1715,5761
train,Lake Union Park,47.6270909,-122.337132,Woodland Park Rose Garden,47.66576036,-122.3493411,walking,1749580510,4329,4887
train,Henry Art Gallery,47.65627049,-122.3117229,Northgate Station - light rail station,47.70300516,-122.3283303,driving,1749580510,577,6936
train,Henry Art Gallery,47.65627049,-122.3117229,Northgate Station - light rail station,47.70300516,-122.3283303,bicycling,1749580510,1938,6644
train,Henry Art Gallery,47.65627049,-122.3117229,Northgate Station - light rail station,47.70300516,-122.3283303,transit,1749580510,1083,5811
train,Henry Art Gallery,47.65627049,-122.3117229,Northgate Station - light rail station,47.70300516,-122.3283303,walking,1749580510,5321,6111
train,Lynnwood City Center Station - Light rail station,47.81563114,-122.2948246,Historic Chinatown Gate,47.59843717,-122.3273775,driving,1749580510,1268,26329
train,Lynnwood City Center Station - Light rail station,47.81563114,-122.2948246,Historic Chinatown Gate,47.59843717,-122.3273775,bicycling,1749580510,6637,28982
train,Lynnwood City Center Station - Light rail station,47.81563114,-122.2948246,Historic Chinatown Gate,47.59843717,-122.3273775,transit,1749580510,2410,27861
train,Lynnwood City Center Station - Light rail station,47.81563114,-122.2948246,Historic Chinatown Gate,47.59843717,-122.3273775,walking,1749580510,22259,26658
train,T-Mobile Park,47.59146257,-122.3326463,Sky View Observatory - Columbia Center,47.60436106,-122.3310108,driving,1749580510,469,1881
train,T-Mobile Park,47.59146257,-122.3326463,Sky View Observatory - Columbia Center,47.60436106,-122.3310108,bicycling,1749580510,601,2034
train,T-Mobile Park,47.59146257,-122.3326463,Sky View Observatory - Columbia Center,47.60436106,-122.3310108,transit,1749580510,1077,1710
train,T-Mobile Park,47.59146257,-122.3326463,Sky View Observatory - Columbia Center,47.60436106,-122.3310108,walking,1749580510,1409,1531
train,Symphony Station - light rail station,47.60779626,-122.3360496,Seattle–Tacoma International Airport,47.44830289,-122.3086334,driving,1749580510,1095,22213
train,Symphony Station - light rail station,47.60779626,-122.3360496,Seattle–Tacoma International Airport,47.44830289,-122.3086334,bicycling,1749580510,5047,22948
train,Symphony Station - light rail station,47.60779626,-122.3360496,Seattle–Tacoma International Airport,47.44830289,-122.3086334,transit,1749580510,3093,25761
train,Symphony Station - light rail station,47.60779626,-122.3360496,Seattle–Tacoma International Airport,47.44830289,-122.3086334,walking,1749580510,17213,20401
train,Auburn Station  - train station,47.30652363,-122.2321379,King Street Station - train station,47.59768657,-122.329482,driving,1749580510,1941,43923
train,Auburn Station  - train station,47.30652363,-122.2321379,King Street Station - train station,47.59768657,-122.329482,bicycling,1749580510,7898,40379
train,Auburn Station  - train station,47.30652363,-122.2321379,King Street Station - train station,47.59768657,-122.329482,transit,1749580510,3457,48914
train,Auburn Station  - train station,47.30652363,-122.2321379,King Street Station - train station,47.59768657,-122.329482,walking,1749580510,29840,36593
train,"South Tacoma Station
 - train station",47.20384207,-122.4855288,Sonder RailSpur Apartments Pioneer Square,47.59861073,-122.3335049,driving,1749580510,2566,58900
train,"South Tacoma Station
 - train station",47.20384207,-122.4855288,Sonder RailSpur Apartments Pioneer Square,47.59861073,-122.3335049,bicycling,1749580510,14267,72369
train,"South Tacoma Station
 - train station",47.20384207,-122.4855288,Sonder RailSpur Apartments Pioneer Square,47.59861073,-122.3335049,transit,1749580510,6541,72258
train,"South Tacoma Station
 - train station",47.20384207,-122.4855288,Sonder RailSpur Apartments Pioneer Square,47.59861073,-122.3335049,walking,1749580510,47418,56867
train,Capitol Hill Station - light rail station,47.61975598,-122.3206104,Seattle Pinball Museum,47.59806291,-122.3247878,driving,1749580510,545,4160
train,Capitol Hill Station - light rail station,47.61975598,-122.3206104,Seattle Pinball Museum,47.59806291,-122.3247878,bicycling,1749580510,647,3298
train,Capitol Hill Station - light rail station,47.61975598,-122.3206104,Seattle Pinball Museum,47.59806291,-122.3247878,transit,1749580510,795,4019
train,Capitol Hill Station - light rail station,47.61975598,-122.3206104,Seattle Pinball Museum,47.59806291,-122.3247878,walking,1749580510,2413,2925
train,Sumner Station  - train station,47.2016326,-122.2445797,Tukwila Int'l Blvd Station - light rail station,47.46407137,-122.2882565,driving,1749580510,1665,38046
train,Sumner Station  - train station,47.2016326,-122.2445797,Tukwila Int'l Blvd Station - light rail station,47.46407137,-122.2882565,bicycling,1749580510,7453,37364
train,Sumner Station  - train station,47.2016326,-122.2445797,Tukwila Int'l Blvd Station - light rail station,47.46407137,-122.2882565,transit,1749580510,5423,44165
train,Sumner Station  - train station,47.2016326,-122.2445797,Tukwila Int'l Blvd Station - light rail station,47.46407137,-122.2882565,walking,1749580510,27832,33298
train,Gas Works Park,47.64562277,-122.334361,Stadium District station - light rail station,47.26384537,-122.4489781,driving,1749580510,2733,63516
train,Gas Works Park,47.64562277,-122.334361,Stadium District station - light rail station,47.26384537,-122.4489781,bicycling,1749580510,15605,75864
train,Gas Works Park,47.64562277,-122.334361,Stadium District station - light rail station,47.26384537,-122.4489781,transit,1749580510,8172,62824
train,Gas Works Park,47.64562277,-122.334361,Stadium District station - light rail station,47.26384537,-122.4489781,walking,1749580510,42765,57137
train,S 4th Station - light rail station,47.26130354,-122.4427379,Seattle Chinese Garden,47.5517664,-122.352496,driving,1749580510,2315,52001
train,S 4th Station - light rail station,47.26130354,-122.4427379,Seattle Chinese Garden,47.5517664,-122.352496,bicycling,1749580510,12779,62555
train,S 4th Station - light rail station,47.26130354,-122.4427379,Seattle Chinese Garden,47.5517664,-122.352496,transit,1749580510,6938,62750
train,S 4th Station - light rail station,47.26130354,-122.4427379,Seattle Chinese Garden,47.5517664,-122.352496,walking,1749580510,39566,47407
train,Roosevelt Station - light rail station,47.67608555,-122.3160051,National Nordic Museum,47.66841217,-122.3925201,driving,1749580510,1203,7810
train,Roosevelt Station - light rail station,47.67608555,-122.3160051,National Nordic Museum,47.66841217,-122.3925201,bicycling,1749580510,1992,9780
train,Roosevelt Station - light rail station,47.67608555,-122.3160051,National Nordic Museum,47.66841217,-122.3925201,transit,1749580510,1891,8375
train,Roosevelt Station - light rail station,47.67608555,-122.3160051,National Nordic Museum,47.66841217,-122.3925201,walking,1749580510,5692,6648
train,Museum of Illusions - Seattle,47.60962649,-122.3344392,Broadmoor Golf Club,47.6403132,-122.2915176,driving,1749580510,583,6830
train,Museum of Illusions - Seattle,47.60962649,-122.3344392,Broadmoor Golf Club,47.6403132,-122.2915176,bicycling,1749580510,2019,8109
train,Museum of Illusions - Seattle,47.60962649,-122.3344392,Broadmoor Golf Club,47.6403132,-122.2915176,transit,1749580510,2552,6381
train,Museum of Illusions - Seattle,47.60962649,-122.3344392,Broadmoor Golf Club,47.6403132,-122.2915176,walking,1749580510,5233,6004
train,Pioneer Square Station - light rail station,47.60193328,-122.3309958,Symphony Station - light rail station,47.60779626,-122.3360496,driving,1749580510,311,1087
train,Pioneer Square Station - light rail station,47.60193328,-122.3309958,Symphony Station - light rail station,47.60779626,-122.3360496,bicycling,1749580510,445,1005
train,Pioneer Square Station - light rail station,47.60193328,-122.3309958,Symphony Station - light rail station,47.60779626,-122.3360496,transit,1749580510,344,972
train,Pioneer Square Station - light rail station,47.60193328,-122.3309958,Symphony Station - light rail station,47.60779626,-122.3360496,walking,1749580510,744,779
train,"6th Ave Station - light rail station
",47.2569201,-122.4528636,Tilikum Place,47.61833492,-122.3474771,driving,1749580510,2658,57311
train,"6th Ave Station - light rail station
",47.2569201,-122.4528636,Tilikum Place,47.61833492,-122.3474771,bicycling,1749580510,14474,71119
train,"6th Ave Station - light rail station
",47.2569201,-122.4528636,Tilikum Place,47.61833492,-122.3474771,transit,1749580510,5879,58441
train,"6th Ave Station - light rail station
",47.2569201,-122.4528636,Tilikum Place,47.61833492,-122.3474771,walking,1749580510,46345,55363
train,Pike Place Market,47.60939849,-122.3418399,Original Selfie Museum | Seattle,47.60778847,-122.339793,driving,1749580510,157,374
train,Pike Place Market,47.60939849,-122.3418399,Original Selfie Museum | Seattle,47.60778847,-122.339793,bicycling,1749580510,119,361
train,Pike Place Market,47.60939849,-122.3418399,Original Selfie Museum | Seattle,47.60778847,-122.339793,transit,1749580510,308,337
train,Pike Place Market,47.60939849,-122.3418399,Original Selfie Museum | Seattle,47.60778847,-122.339793,walking,1749580510,308,337
train,Seattle Chinese Garden,47.5517664,-122.352496,Broadmoor Golf Club,47.6403132,-122.2915176,driving,1749580510,1291,17184
train,Seattle Chinese Garden,47.5517664,-122.352496,Broadmoor Golf Club,47.6403132,-122.2915176,bicycling,1749580510,4171,16882
train,Seattle Chinese Garden,47.5517664,-122.352496,Broadmoor Golf Club,47.6403132,-122.2915176,transit,1749580510,4471,18007
